Episode,Reward
0,-0.065399
1,-0.065399
2,-0.065399
3,-0.065399
4,-0.065399
5,-0.065399
6,-0.065399
7,-0.065399
8,-0.065399
9,-0.065399
10,-0.065399
11,-0.065399
12,-0.065399
13,-0.065399
14,-0.065399
15,-0.065399
16,-0.065399
17,-0.065399
18,-0.065399
19,-0.065399
20,-0.065399
21,-0.065399
22,-0.065399
23,-0.065399
24,-0.065399
25,-0.065399
26,-0.065399
27,-0.065399
28,-0.065399
29,-0.065399
30,-0.065399
31,-0.065399
32,-0.065399
33,-0.065399
34,-0.065399
35,-0.065399
36,-0.065399
37,-0.065399
38,-0.065399
39,-0.065399
40,-0.065399
41,-0.065399
42,-0.065399
43,-0.065399
44,-0.065399
45,-0.065399
46,-0.065399
47,-0.065399
48,-0.065399
49,-0.065399
50,-0.065399
51,-0.065399
52,-0.065399
53,-0.065399
54,-0.065399
55,-0.065399
56,-0.065399
57,-0.065399
58,-0.065399
59,-0.065399
60,-0.065399
61,-0.065399
62,-0.065399
63,-0.065399
64,-0.065399
65,-0.065399
66,-0.065399
67,-0.065399
68,-0.065399
69,-0.065399
70,-0.065399
71,-0.065399
72,-0.065399
73,-0.065399
74,-0.065399
75,-0.065399
76,-0.065399
77,-0.065399
78,-0.065399
79,-0.065399
80,-0.065399
81,-0.065399
82,-0.065399
83,-0.065399
84,-0.065399
85,-0.065399
86,-0.065399
87,-0.065399
88,-0.065399
89,-0.065399
90,-0.065399
91,-0.065399
92,-0.065399
93,-0.065399
94,-0.065399
95,-0.065399
96,-0.065399
97,-0.065399
98,-0.065399
99,-0.065399
100,-0.065399
101,-0.065399
102,-0.065399
103,-0.065399
104,-0.065399
105,-0.065399
106,-0.065399
107,-0.065399
108,-0.065399
109,-0.065399
110,-0.065399
111,-0.065399
112,-0.065399
113,-0.065399
114,-0.065399
115,-0.065399
116,-0.065399
117,-0.065399
118,-0.065399
119,-0.065399
120,-0.065399
121,-0.065399
122,-0.065399
123,-0.065399
124,-0.065399
125,-0.065399
126,-0.065399
127,-0.065399
128,-0.065399
129,-0.065399
130,-0.065399
131,-0.065399
132,-0.065399
133,-0.065399
134,-0.065399
135,-0.065399
136,-0.065399
137,-0.065399
138,-0.065399
139,-0.065399
140,-0.065399
141,-0.065399
142,-0.065399
143,-0.065399
144,-0.065399
145,-0.065399
146,-0.065399
147,-0.065399
148,-0.065399
149,-0.065399
150,-0.065399
151,-0.065399
152,-0.065399
153,-0.065399
154,-0.065399
155,-0.065399
156,-0.065399
157,-0.065399
158,-0.065399
159,-0.065399
160,-0.065399
161,-0.065399
162,-0.065399
163,-0.065399
164,-0.065399
165,-0.065399
166,-0.065399
167,-0.065399
168,-0.065399
169,-0.065399
170,-0.065399
171,-0.065399
172,-0.065399
173,-0.065399
174,-0.065399
175,-0.065399
176,-0.065399
177,-0.065399
178,-0.065399
179,-0.065399
180,-0.065399
181,-0.065399
182,-0.065399
183,-0.065399
184,-0.065399
185,-0.065399
186,-0.065399
187,-0.065399
188,-0.065399
189,-0.065399
190,-0.065399
191,-0.065399
192,-0.065399
193,-0.065399
194,-0.065399
195,-0.065399
196,-0.065399
197,-0.065399
198,-0.065399
199,-0.065399
200,-0.065399
201,-0.065399
202,-0.065399
203,-0.065399
204,-0.065399
205,-0.065399
206,-0.065399
207,-0.065399
208,-0.065399
209,-0.065399
210,-0.065399
211,-0.065399
212,-0.065399
213,-0.065399
214,-0.065399
215,-0.065399
216,-0.065399
217,-0.065399
218,-3.010707
219,-3.010707
220,-3.010707
221,-3.010707
222,-3.010707
223,-3.010707
224,-3.010707
225,-3.010707
226,-3.010707
227,-3.010707
228,-3.010707
229,-3.010707
230,-3.010707
231,-3.010707
232,-3.010707
233,-3.010707
234,-3.010707
235,-3.010707
236,-3.010707
237,-3.010707
238,-3.010707
239,-3.010707
240,-3.010707
241,-3.010707
242,-3.010707
243,-3.010707
244,-3.010707
245,-3.010707
246,-3.010707
247,-3.010707
248,-3.010707
249,-3.010707
250,-3.010707
251,-3.010707
252,-3.010707
253,-3.010707
254,-3.010707
255,-3.010707
256,-3.010707
257,-3.010707
258,-3.010707
259,-3.010707
260,-3.010707
261,-3.010707
262,-3.010707
263,-3.010707
264,-3.010707
265,-3.010707
266,-3.010707
267,-3.010707
268,-3.010707
269,-3.010707
270,-3.010707
271,-3.010707
272,-3.010707
273,-3.010707
274,-3.010707
275,-3.010707
276,-3.010707
277,-3.010707
278,-3.010707
279,-3.010707
280,-3.010707
281,-3.010707
282,-3.010707
283,-3.010707
284,-3.010707
285,-3.010707
286,-3.010707
287,-3.010707
288,-3.010707
289,-3.010707
290,-3.010707
291,-3.010707
292,-3.010707
293,-3.010707
294,-3.010707
295,-3.010707
296,-3.010707
297,-3.010707
