Episode,Reward
0,-476.979842
1,-476.979842
2,-476.979842
3,-476.979842
4,-476.979842
5,-476.979842
6,-476.979842
7,-476.979842
8,-476.979842
9,-476.979842
10,-476.979842
11,-476.979842
12,-476.979842
13,-476.979842
14,-476.979842
15,-476.979842
16,-476.979842
17,-476.979842
18,-476.979842
19,-476.979842
20,-476.979842
21,-476.979842
22,-476.979842
23,-476.979842
24,-476.979842
25,-476.979842
26,-476.979842
27,-476.979842
28,-476.979842
29,-476.979842
30,-476.979842
31,-476.979842
32,-476.979842
33,-476.979842
34,-476.979842
35,-476.979842
36,-476.979842
37,-476.979842
38,-476.979842
39,-476.979842
40,-476.979842
41,-476.979842
42,-476.979842
43,-476.979842
44,-476.979842
45,-476.979842
46,-476.979842
47,-476.979842
48,-476.979842
49,-476.979842
50,-476.979842
51,-476.979842
52,-476.979842
53,-476.979842
54,-476.979842
55,-476.979842
56,-476.979842
57,-476.979842
58,-476.979842
59,-476.979842
60,-476.979842
61,-476.979842
62,-476.979842
63,-476.979842
64,-476.979842
65,-476.979842
66,-476.979842
67,-476.979842
68,-476.979842
69,-476.979842
70,-476.979842
71,-476.979842
72,-476.979842
73,-476.979842
74,-476.979842
75,-476.979842
76,-476.979842
77,-476.979842
78,-476.979842
79,-476.979842
80,-476.979842
81,-476.979842
82,-476.979842
83,-476.979842
84,-476.979842
85,-476.979842
86,-476.979842
87,-476.979842
88,-476.979842
89,-476.979842
90,-476.979842
91,-476.979842
92,-476.979842
93,-476.979842
94,-476.979842
95,-476.979842
96,-476.979842
97,-476.979842
98,-476.979842
99,-476.979842
100,-476.979842
101,-476.979842
102,-476.979842
103,-476.979842
104,-476.979842
105,-476.979842
106,-476.979842
107,-476.979842
108,-476.979842
109,-476.979842
110,-476.979842
111,-476.979842
112,-476.979842
113,-476.979842
114,-476.979842
115,-476.979842
116,-476.979842
117,-476.979842
118,-476.979842
119,-476.979842
120,-476.979842
121,-476.979842
122,-476.979842
123,-476.979842
124,-476.979842
125,-476.979842
126,-476.979842
127,-476.979842
128,-476.979842
129,-476.979842
130,-476.979842
131,-476.979842
132,-476.979842
133,-476.979842
134,-476.979842
135,-476.979842
136,-476.979842
137,-476.979842
138,-476.979842
139,-476.979842
140,-476.979842
141,-476.979842
142,-476.979842
143,-476.979842
144,-476.979842
145,-476.979842
146,-476.979842
147,-476.979842
148,-476.979842
149,-476.979842
150,-476.979842
151,-476.979842
152,-476.979842
153,-476.979842
154,-421.341427
155,-421.341427
156,-421.341427
157,-421.341427
158,-421.341427
159,-421.341427
160,-421.341427
161,-421.341427
162,-421.341427
163,-421.341427
164,-421.341427
165,-421.341427
166,-421.341427
167,-421.341427
168,-421.341427
169,-421.341427
170,-421.341427
171,-421.341427
172,-421.341427
173,-421.341427
174,-421.341427
175,-421.341427
176,-421.341427
177,-421.341427
178,-421.341427
179,-421.341427
180,-421.341427
181,-421.341427
182,-421.341427
183,-421.341427
184,-421.341427
185,-421.341427
186,-421.341427
187,-421.341427
188,-421.341427
189,-421.341427
190,-421.341427
191,-421.341427
192,-421.341427
193,-421.341427
194,-421.341427
195,-421.341427
196,-421.341427
197,-421.341427
198,-421.341427
199,-421.341427
200,-421.341427
201,-421.341427
202,-421.341427
203,-421.341427
204,-421.341427
205,-421.341427
206,-421.341427
207,-421.341427
208,-421.341427
209,-164.516009
210,-164.516009
211,-164.516009
212,-164.516009
213,-164.516009
214,-164.516009
215,-164.516009
216,-164.516009
217,-164.516009
218,-164.516009
219,-164.516009
220,-164.516009
221,-164.516009
222,-164.516009
223,-164.516009
224,-164.516009
225,-164.516009
226,-164.516009
227,-164.516009
228,-164.516009
229,-164.516009
230,-164.516009
231,-164.516009
232,-164.516009
233,-164.516009
234,-164.516009
235,-164.516009
236,-164.516009
237,-164.516009
238,-164.516009
239,-164.516009
240,-164.516009
241,-164.516009
242,-164.516009
243,-164.516009
244,-164.516009
245,-164.516009
246,-164.516009
247,-164.516009
248,-164.516009
249,-164.516009
250,-164.516009
251,-164.516009
252,-164.516009
253,-164.516009
254,-164.516009
255,-164.516009
256,-164.516009
257,-164.516009
258,-164.516009
259,-164.516009
260,-164.516009
261,-164.516009
262,-164.516009
263,-164.516009
264,-328.563571
265,-328.563571
