Episode,Reward
0,-0.512179
1,-0.512179
2,-0.512179
3,-0.512179
4,-0.512179
5,-0.512179
6,-0.512179
7,-0.512179
8,-0.512179
9,-0.512179
10,-0.512179
11,-0.512179
12,-0.512179
13,-0.512179
14,-0.512179
15,-0.512179
16,-0.512179
17,-0.512179
18,-0.512179
19,-0.512179
20,-0.512179
21,-0.512179
22,-0.512179
23,-0.512179
24,-0.512179
25,-0.512179
26,-0.512179
27,-0.512179
28,-0.512179
29,-0.512179
30,-0.512179
31,-0.512179
32,-0.512179
33,-0.512179
34,-0.512179
35,-0.512179
36,-0.512179
37,-0.512179
38,-0.512179
39,-0.512179
40,-0.512179
41,-0.512179
42,-0.512179
43,-0.512179
44,-0.512179
45,-0.512179
46,-0.512179
47,-0.512179
48,-0.512179
49,-0.512179
50,-0.512179
51,-0.512179
52,-0.512179
53,-0.512179
54,-0.512179
55,-0.512179
56,-0.512179
57,-0.512179
58,-0.512179
59,-0.512179
60,-0.512179
61,-0.512179
62,-0.512179
63,-0.512179
64,-0.512179
65,-0.512179
66,-0.512179
67,-0.512179
68,-0.512179
69,-0.512179
70,-0.512179
71,-0.512179
72,-0.512179
73,-0.512179
74,-0.512179
75,-0.512179
76,-0.512179
77,-0.512179
78,-0.512179
79,-0.512179
80,-0.512179
81,-0.512179
82,-0.512179
83,-0.512179
84,-0.512179
85,-0.512179
86,-0.512179
87,-0.512179
88,-0.512179
89,-0.512179
90,-0.512179
91,-0.512179
92,-0.512179
93,-0.512179
94,-0.512179
95,-0.512179
96,-0.512179
97,-0.512179
98,-0.512179
99,-0.512179
100,-0.512179
101,-0.512179
102,-0.512179
103,-0.512179
104,-0.512179
105,-0.512179
106,-0.512179
107,-0.512179
108,-0.512179
109,-0.512179
110,-0.512179
111,-0.512179
112,-0.512179
113,-0.512179
114,-0.512179
115,-0.512179
116,-0.512179
117,-0.512179
118,-0.512179
119,-0.512179
120,-0.512179
121,-0.512179
122,-0.512179
123,-0.512179
124,-0.512179
125,-0.512179
126,-0.512179
127,-0.895683
128,-0.895683
129,-0.895683
130,-0.895683
131,-0.895683
132,-0.895683
133,-0.895683
134,-0.895683
135,-0.895683
136,-0.895683
137,-0.895683
138,-0.895683
139,-0.895683
140,-0.895683
141,-0.895683
142,-0.895683
143,-0.895683
144,-0.895683
145,-0.895683
146,-0.895683
147,-0.895683
148,-0.895683
149,-0.895683
150,-0.895683
151,-0.895683
152,-0.895683
153,-0.895683
154,-0.895683
155,-0.895683
156,-1.095487
157,-1.095487
158,-1.095487
159,-1.095487
160,-1.095487
161,-1.095487
162,-1.095487
163,-1.095487
164,-1.095487
165,-1.095487
166,-1.095487
167,-1.095487
168,-1.095487
169,-1.095487
170,-1.095487
171,-1.095487
172,-1.095487
173,-1.095487
174,-1.095487
175,-1.095487
176,-1.095487
177,-1.095487
178,-1.095487
179,-1.095487
180,-1.095487
181,-1.095487
182,-1.095487
183,-1.095487
184,-1.095487
185,-1.048205
186,-1.048205
187,-1.048205
188,-1.048205
189,-1.048205
190,-1.048205
191,-1.048205
192,-1.048205
193,-1.048205
194,-1.048205
195,-1.048205
196,-1.048205
197,-1.048205
198,-1.048205
199,-1.048205
200,-1.048205
201,-1.048205
202,-1.048205
203,-1.048205
204,-1.048205
